CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval
13217,7,7,122,133.6,19.085714285714285,3,5.5
15171,7,7,324,1034.5,147.78571428571428,5,1.0
16872,7,7,77,680.0,97.142857142857139,5,17.83
16861,7,7,59,156.1,22.3,7,51.33
16414,7,7,21,126.3,18.042857142857141,5,43.0
18064,7,7,133,814.0,116.28571428571429,7,17.0
14473,7,7,74,234.3,33.471428571428575,7,34.67
14760,7,7,294,53.8,7.6857142857142851,5,0.33
13145,7,7,39,614.8,87.828571428571422,5,55.33
18147,7,7,45,179.3,25.614285714285717,7,10.33
15512,7,7,155,121.0,17.285714285714285,7,33.83
14764,7,7,43,250.6,35.8,6,0.33
14500,7,7,88,356.9,50.98571428571428,6,16.67
15797,7,7,113,2192.4,313.2,7,31.83
13133,7,7,273,109.8,15.685714285714285,7,5.0
15212,7,7,239,88.9,12.700000000000001,5,0.17
14681,7,7,71,498.9,71.271428571428572,6,23.33
16227,7,7,219,308.3,44.042857142857144,6,1.0
15030,7,7,71,518.3,74.04285714285713,7,32.67
12888,7,7,214,313.8,44.828571428571429,4,6.5
16163,7,7,225,441.6,63.085714285714289,5,23.17
15759,7,7,218,253.0,36.142857142857146,5,23.17
13283,7,7,59,93.7,13.385714285714286,7,20.83
17353,8,8,129,1740.0,217.5,5,3.57
17440,8,8,147,177.1,22.1375,3,14.0
18269,8,8,358,138.9,17.3625,7,1.14
17746,8,8,234,98.8,12.35,6,0.71
12798,8,8,10,6977.0,872.125,6,22.86
15257,8,8,281,232.1,29.0125,7,0.29
13058,8,8,24,271.4,33.925,5,18.0
13207,8,8,15,250.3,31.2875,7,19.29
15299,8,8,67,3901.0,487.625,7,43.29
14195,8,8,201,962.7,120.3375,7,7.0
12450,8,8,156,197.9,24.7375,7,2.43
13277,8,8,15,258.4,32.3,5,16.57
15565,8,8,50,173.2,21.65,8,2.86
15381,8,8,213,596.8,74.6,8,7.71
16226,8,8,203,255.1,31.8875,6,4.43
16048,9,9,85,243.7,27.077777777777776,9,35.88
12929,9,9,122,105.1,11.677777777777777,8,23.63
15587,9,9,50,913.7,101.52222222222223,3,37.62
17080,9,9,22,285.5,31.722222222222221,8,30.75
16427,9,9,263,241.1,26.788888888888888,8,2.63
17436,9,9,1,216.3,24.033333333333335,7,28.13
15689,9,9,119,254.1,28.233333333333334,8,30.13
18194,9,9,64,896.0,99.555555555555557,7,2.25
14354,9,9,5,163.6,18.177777777777777,9,3.0
16620,9,9,3,179.0,19.888888888888889,9,32.13
16852,9,9,10,144.9,16.1,9,20.63
17025,9,9,60,357.8,39.75555555555556,8,39.0
15101,9,9,8,310.0,34.444444444444443,8,43.75
18277,9,9,58,97.6,10.844444444444443,9,32.5
17446,9,9,176,120.9,13.433333333333334,6,16.63
14326,9,9,234,166.9,18.544444444444444,8,0.88
13519,9,9,50,110.8,12.31111111111111,8,3.38
13261,9,9,268,944.1,104.9,8,2.13
13669,9,9,50,218.6,24.288888888888888,9,12.25
15206,9,9,10,420.3,46.7,3,33.13
17339,9,9,94,243.4,27.044444444444444,9,33.75
16634,9,9,222,217.9,24.211111111111112,9,18.63
13462,10,10,183,143.3,14.330000000000002,9,7.67
13434,10,10,74,534.2,53.42,9,2.44
12386,10,10,337,401.9,40.19,10,3.22
14551,10,10,18,186.2,18.619999999999997,9,20.56
13811,10,10,183,519.8,51.98,5,6.11
14111,10,10,14,673.6,67.36,9,25.0
16696,10,10,135,657.9,65.789999999999992,7,12.33
13929,10,10,169,802.9,80.289999999999992,8,17.33
17723,10,10,127,3276.4,327.64,4,9.44
15135,10,10,233,127.2,12.72,9,0.56
12522,10,10,39,156.7,15.669999999999998,10,1.33
14853,10,10,8,463.0,46.3,8,22.44
17044,10,10,8,897.4,89.74,8,38.78
12565,10,10,281,131.2,13.12,9,0.78
13420,10,10,134,140.3,14.030000000000001,8,3.89
16835,10,10,128,180.9,18.09,10,27.11
13470,10,10,99,165.0,16.5,7,1.67
14287,10,10,8,156.2,15.62,9,21.0
17900,10,10,164,0.0,0.0,3,2.78
14483,10,10,149,129.2,12.919999999999998,10,14.56
15198,10,10,92,193.6,19.36,10,3.44
13029,10,10,30,1247.5,124.75,8,35.67
18030,10,10,4,220.7,22.07,8,4.22
17737,10,10,9,168.2,16.82,8,5.44
18146,10,10,140,160.3,16.03,10,8.78
15221,11,11,366,114.1,10.372727272727273,9,0.3
16080,11,11,81,176.6,16.054545454545455,10,19.2
14477,11,11,19,1307.8,118.89090909090909,7,27.5
13946,11,11,79,561.6,51.054545454545455,11,18.8
16557,11,11,24,281.9,25.627272727272725,11,11.3
17317,11,11,46,2524.0,229.45454545454547,8,4.2
16581,11,11,155,70.4,6.4,9,2.7
13404,11,11,1,252.5,22.954545454545453,11,21.1
13321,11,11,72,567.4,51.581818181818178,10,1.4
15267,11,11,22,1717.4,156.12727272727273,8,15.9
12871,11,11,84,380.6,34.6,8,12.3
13826,11,11,158,179.6,16.327272727272728,10,1.8
14882,11,11,26,589.7,53.609090909090916,6,0.7
16598,11,11,277,140.7,12.790909090909089,10,0.8
13295,11,11,359,197.9,17.990909090909092,11,1.2
14377,11,11,191,617.0,56.090909090909093,11,7.0
16189,11,11,15,215.5,19.59090909090909,9,6.9
14761,11,11,58,255.9,23.263636363636365,11,27.6
13279,11,11,64,126.3,11.481818181818182,9,1.4
13587,11,11,31,347.0,31.545454545454547,8,3.1
16866,11,11,140,207.7,18.881818181818179,10,1.9
16836,11,11,39,251.9,22.900000000000002,11,7.6
16500,11,11,4,400.9,36.445454545454545,8,32.4
16611,11,11,186,121.0,11.0,10,4.6
15462,11,11,94,234.6,21.327272727272728,9,9.2
13962,11,11,21,169.6,15.418181818181818,11,22.3
12829,12,12,322,253.1,21.091666666666665,9,3.36
16596,12,12,15,250.1,20.841666666666665,12,31.82
14860,12,12,8,168.6,14.049999999999999,11,0.91
17781,12,12,159,188.0,15.666666666666666,12,8.45
14434,12,12,21,1372.8,114.39999999999999,3,4.36
17262,12,12,52,1253.4,104.45,9,28.45
12586,12,12,17,179.9,14.991666666666667,12,31.91
15836,12,12,45,117.5,9.7916666666666661,10,0.36
13960,12,12,21,230.2,19.183333333333334,11,4.55
16519,12,12,25,213.0,17.75,12,30.91
16989,12,12,7,1133.3,94.441666666666663,7,12.82
12879,12,12,44,552.6,46.050000000000004,7,4.18
13718,12,12,246,306.6,25.55,9,4.45
16997,12,12,288,702.0,58.5,7,3.36
14798,12,12,52,173.7,14.475,11,23.27
14145,12,12,46,3148.2,262.34999999999997,6,15.27
17603,12,12,50,391.0,32.583333333333336,11,2.55
13666,12,12,60,84.7,7.0583333333333336,12,20.64
18270,12,12,38,244.9,20.408333333333335,11,20.64
15393,12,12,16,231.9,19.325,10,24.0
17572,12,12,71,226.8,18.900000000000002,7,27.27
15724,12,12,201,212.3,17.691666666666666,11,7.55
17010,12,12,16,185.5,15.458333333333334,11,0.09
16832,12,12,184,199.2,16.599999999999998,11,3.0
13754,12,12,151,282.6,23.55,11,15.0
13631,12,12,99,3021.8,251.81666666666669,6,15.0
14501,12,12,64,190.3,15.858333333333334,9,23.18
17334,12,12,301,306.6,25.55,11,0.64
16302,12,12,107,212.8,17.733333333333334,11,1.64
14915,13,13,85,258.8,19.907692307692308,12,15.92
13169,13,13,63,712.9,54.838461538461537,11,15.67
16858,13,13,366,345.9,26.607692307692307,9,0.17
13242,13,13,112,270.4,20.799999999999997,12,8.42
14624,13,13,57,225.8,17.369230769230771,13,0.08
13792,13,13,66,195.6,15.046153846153846,13,18.42
12882,13,13,9,1463.0,112.53846153846153,12,2.0
12990,13,13,31,409.5,31.5,8,23.08
15045,13,13,151,633.7,48.746153846153852,11,8.75
14819,13,13,64,272.1,20.930769230769233,13,10.58
15400,13,13,92,666.7,51.284615384615385,10,15.42
15139,13,13,239,179.0,13.76923076923077,13,8.0
14947,13,13,72,275.8,21.215384615384615,13,4.83
15330,13,13,32,715.0,55.0,10,2.33
17409,13,13,184,771.8,59.369230769230768,13,5.25
13805,13,13,52,924.6,71.123076923076923,10,6.33
15199,13,13,59,1268.7,97.5923076923077,5,20.58
16690,13,13,43,208.6,16.046153846153846,10,13.08
15793,13,13,9,949.0,73.0,6,21.5
18282,13,13,7,176.6,13.584615384615384,12,9.83
14109,14,14,23,80.2,5.7285714285714286,9,3.77
17312,14,14,138,644.3,46.021428571428565,11,1.54
16647,14,14,169,214.1,15.292857142857143,12,2.69
12785,14,14,2,249.7,17.835714285714285,13,27.77
17430,14,14,32,265.8,18.985714285714288,14,25.54
17166,14,14,38,189.5,13.535714285714286,11,12.62
17969,14,14,166,228.2,16.3,14,14.92
13049,14,14,64,656.7,46.907142857142858,14,19.46
13255,14,14,3,390.7,27.907142857142855,13,28.38
14416,14,14,22,490.2,35.014285714285712,13,1.54
15732,14,14,212,294.1,21.00714285714286,13,12.23
15473,14,14,14,1465.2,104.65714285714286,4,3.38
16256,14,14,257,732.6,52.328571428571429,13,0.62
13043,14,14,253,471.6,33.68571428571429,13,1.46
13284,14,14,322,196.1,14.007142857142856,13,0.62
14385,14,14,9,202.1,14.435714285714285,13,1.08
17053,14,14,128,496.4,35.457142857142856,13,0.15
15355,14,14,29,277.1,19.792857142857144,9,1.77
17615,14,14,130,329.6,23.542857142857144,13,7.0
14073,14,14,21,139.5,9.9642857142857135,13,0.85
12504,14,14,18,60.0,4.2857142857142856,5,0.85
13762,14,14,204,0.0,0.0,7,1.08
13489,14,14,105,449.5,32.107142857142854,11,14.46
17388,15,15,77,1259.6,83.973333333333329,13,14.86
12604,15,15,79,236.2,15.746666666666666,14,13.0
14114,15,15,273,386.5,25.766666666666666,15,4.0
17668,15,15,1,347.7,23.18,14,2.57
16403,15,15,302,161.1,10.74,10,0.71
14029,15,15,63,467.7,31.18,15,5.71
17742,15,15,113,355.1,23.673333333333336,13,15.64
17094,15,15,318,270.2,18.013333333333332,14,0.29
13972,15,15,70,190.3,12.686666666666667,15,9.36
16689,15,15,75,355.1,23.673333333333336,12,0.43
17854,15,15,185,311.3,20.753333333333334,15,2.93
12414,15,15,217,442.4,29.493333333333332,15,6.57
14236,15,15,80,490.9,32.726666666666667,15,20.79
14784,15,15,26,290.0,19.333333333333332,15,21.21
17384,15,15,19,336.4,22.426666666666666,12,14.21
14618,15,15,9,508.6,33.906666666666666,10,25.36
13657,15,15,10,367.1,24.473333333333336,15,13.57
13008,15,15,323,178.5,11.9,15,2.64
14126,15,15,7,628.6,41.906666666666666,13,0.14
13272,15,15,31,276.6,18.44,15,4.14
13672,15,15,301,0.0,0.0,4,2.21
15749,15,15,235,21535.9,1435.7266666666667,6,6.93
17157,15,15,7,306.5,20.433333333333334,11,11.93
12818,15,15,178,1157.9,77.193333333333342,13,5.93
13978,15,15,14,196.8,13.120000000000001,14,2.14
16342,15,15,75,322.4,21.493333333333332,10,7.36
15516,15,15,44,62.4,4.16,15,0.07
13529,15,15,78,307.8,20.52,15,8.93
14793,15,15,4,214.1,14.273333333333333,14,1.21
15124,15,15,22,184.2,12.28,14,12.07
16313,16,16,3,274.1,17.13125,16,3.07
12797,16,16,360,166.2,10.3875,12,0.33
17152,16,16,194,1503.5,93.96875,9,4.53
12592,16,16,92,401.6,25.1,10,8.07
14024,16,16,121,327.7,20.48125,16,0.13
17256,16,16,107,240.0,15.0,12,13.6
13592,16,16,35,248.0,15.5,15,15.2
16119,16,16,8,423.4,26.4625,14,4.27
15598,16,16,35,235.7,14.73125,14,1.13
18190,16,16,192,274.5,17.15625,14,9.13
17239,16,16,312,380.0,23.75,15,2.6
17018,16,16,40,920.1,57.50625,15,19.0
13479,16,16,198,291.0,18.1875,14,2.33
16739,16,16,172,312.6,19.5375,13,0.27
18276,16,16,21,323.4,20.2125,14,1.47
14000,16,16,206,633.7,39.60625,15,0.27
16027,16,16,91,934.6,58.4125,11,13.87
16112,16,16,143,195.7,12.23125,15,12.87
16619,16,16,253,204.4,12.775,14,0.67
16321,16,16,72,230.7,14.41875,7,16.67
16810,16,16,192,275.6,17.225,16,11.2
16957,16,16,239,416.6,26.0375,15,2.8
15224,16,16,358,310.5,19.40625,13,0.27
12962,16,16,7,266.4,16.65,15,7.07
14242,16,16,234,280.6,17.5375,13,6.07
16124,16,16,316,187.2,11.7,11,0.07
18149,16,16,50,612.1,38.25625,11,14.8
14301,16,16,107,632.0,39.5,13,0.6
15497,16,16,17,1259.7,78.73125,13,20.13
17506,16,16,70,294.3,18.39375,14,0.33
17856,16,16,1,1378.8,86.175,11,18.53
12375,16,16,2,375.4,23.4625,13,6.33
16778,16,16,74,245.9,15.36875,16,13.27
17940,17,17,49,2152.2,126.6,5,15.56
13984,17,17,26,488.0,28.705882352941178,14,21.0
14522,17,17,24,974.5,57.3235294117647,15,10.75
13930,17,17,57,337.3,19.841176470588238,15,4.88
14737,17,17,3,1164.5,68.5,15,21.81
13763,17,17,63,1689.5,99.382352941176464,17,6.69
17548,17,17,217,-141.5,-8.3235294117647065,12,9.69
13460,17,17,29,183.4,10.788235294117648,16,1.25
12787,17,17,9,418.7,24.629411764705882,16,11.37
13856,17,17,168,363.4,21.376470588235293,10,2.06
15181,17,17,66,684.5,40.264705882352942,12,18.63
13453,17,17,165,357.0,21.0,16,7.69
14339,17,17,234,293.7,17.276470588235295,14,0.44
14460,17,17,110,383.3,22.547058823529412,14,12.5
16552,17,17,242,379.7,22.335294117647059,17,8.13
13791,17,17,43,1047.7,61.629411764705885,7,7.75
14828,17,17,196,2139.8,125.87058823529412,17,8.69
16660,17,17,16,810.5,47.6764705882353,16,18.88
18081,17,17,36,343.4,20.2,14,6.06
12358,17,17,1,928.1,54.594117647058823,12,9.31
17816,17,17,36,36.6,2.1529411764705881,16,20.44
14288,17,17,212,413.8,24.341176470588238,16,0.06
16478,17,17,25,331.0,19.470588235294116,15,2.44
14427,17,17,50,363.3,21.370588235294118,16,0.81
16555,17,17,35,285.9,16.817647058823528,15,4.62
12527,17,17,81,330.7,19.452941176470588,17,15.19
14491,17,17,175,340.9,20.052941176470586,17,12.31
15363,17,17,241,318.1,18.711764705882356,16,8.19
14513,18,18,100,438.5,24.361111111111111,11,10.94
17693,18,18,136,187.0,10.388888888888889,16,0.06
13917,18,18,49,272.0,15.111111111111111,16,8.29
12763,18,18,138,494.1,27.450000000000003,16,13.53
18193,18,18,150,213.0,11.833333333333334,17,12.59
16149,18,18,4,280.5,15.583333333333334,18,8.06
15621,18,18,4,1158.8,64.37777777777778,11,0.94
16217,18,18,235,266.4,14.799999999999999,13,2.71
18142,18,18,151,1014.9,56.383333333333333,9,3.71
15863,18,18,25,68.8,3.822222222222222,18,9.82
14905,18,18,154,599.9,33.327777777777776,14,4.65
13502,18,18,16,292.0,16.222222222222221,17,18.0
17666,18,18,3,728.2,40.455555555555556,14,3.59
13837,18,18,211,266.6,14.811111111111112,17,6.18
12643,18,18,128,3041.6,168.97777777777776,10,11.88
15609,18,18,182,270.0,15.0,16,0.06
13466,18,18,100,298.0,16.555555555555557,17,4.88
14517,18,18,33,330.4,18.355555555555554,17,6.35
16109,18,18,218,611.9,33.99444444444444,18,5.24
15107,18,18,311,260.0,14.444444444444445,12,3.41
14479,18,18,253,316.2,17.566666666666666,18,6.53
13083,18,18,4,303.8,16.87777777777778,15,4.18
16091,18,18,154,315.1,17.505555555555556,16,2.53
16956,18,18,9,292.3,16.238888888888891,16,0.47
15938,18,18,112,404.6,22.477777777777778,13,12.29
12492,18,18,63,227.2,12.622222222222222,18,2.47
13369,18,18,354,213.8,11.877777777777778,13,0.65
15912,19,19,178,264.6,13.926315789473685,19,3.0
13416,19,19,43,712.5,37.5,11,2.06
16566,19,19,15,614.0,32.315789473684212,14,15.28
12566,19,19,72,292.7,15.405263157894737,18,0.72
18040,19,19,19,357.2,18.8,18,12.56
14264,19,19,154,319.5,16.815789473684209,17,12.0
14333,19,19,64,351.4,18.494736842105262,15,0.17
18108,19,19,248,264.6,13.926315789473685,17,0.28
16909,19,19,64,364.1,19.163157894736845,18,0.44
17453,19,19,17,486.7,25.61578947368421,19,2.56
17457,19,19,126,1737.7,91.4578947368421,14,11.72
14747,19,19,247,294.3,15.489473684210527,18,0.06
18037,19,19,154,70.0,3.6842105263157894,19,11.39
17237,19,19,11,314.7,16.563157894736843,18,0.61
14538,19,19,64,388.3,20.436842105263157,19,10.61
16855,19,19,23,328.4,17.284210526315789,19,1.06
15186,19,19,14,411.4,21.652631578947368,17,8.56
13329,19,19,31,740.4,38.968421052631577,16,18.56
16157,19,19,15,644.2,33.905263157894737,12,3.11
16781,19,19,365,294.7,15.510526315789473,17,0.39
15664,19,19,50,358.6,18.873684210526317,19,17.11
17955,19,19,198,557.3,29.331578947368417,14,1.11
16473,19,19,164,314.9,16.573684210526313,18,9.5
16948,19,19,138,435.0,22.894736842105264,15,10.33
13899,19,19,16,388.5,20.44736842105263,19,14.33
15949,19,19,16,364.7,19.194736842105261,12,3.0
17691,19,19,358,290.4,15.284210526315789,18,0.56
14555,19,19,57,312.5,16.44736842105263,18,13.56
17438,19,19,247,378.3,19.910526315789475,17,0.33
16292,19,19,117,280.9,14.784210526315789,17,0.22
14496,19,19,311,538.8,28.357894736842102,16,3.39
15690,19,19,4,239.8,12.621052631578948,19,5.33
12544,19,19,29,299.7,15.773684210526316,18,0.33
13104,20,20,3,1098.5,54.925,14,18.37
17946,20,20,233,149.6,7.4799999999999995,18,1.37
12612,20,20,57,607.6,30.380000000000003,18,0.84
16668,20,20,15,306.7,15.334999999999999,9,14.05
16325,20,20,44,510.5,25.525,14,10.53
17190,20,20,58,249.7,12.485,19,7.79
15713,20,20,143,346.8,17.34,18,11.68
13364,20,20,66,0.0,0.0,10,0.21
15654,20,20,9,907.5,45.375,14,0.84
18059,20,20,9,296.7,14.834999999999999,17,3.05
16851,20,20,4,342.4,17.119999999999997,17,2.47
18135,20,20,29,681.9,34.095,11,8.42
13318,20,20,1,640.8,32.04,14,1.84
12981,20,20,29,372.2,18.61,12,5.42
13727,20,20,28,333.5,16.675,19,0.21
12507,20,20,134,1006.1,50.305,18,8.63
12593,20,20,108,382.1,19.105,13,5.79
14950,20,20,8,361.3,18.065,19,0.53
17155,20,20,17,251.7,12.584999999999999,19,8.42
17889,20,20,212,201.4,10.07,20,5.74
14608,20,20,4,1785.1,89.255,8,18.74
13953,20,20,7,3515.7,175.785,8,18.05
14448,20,20,9,375.4,18.77,20,18.63
12582,20,20,238,351.4,17.57,20,2.58
12852,20,20,290,299.8,14.99,17,0.21
14855,20,20,119,645.7,32.285000000000004,13,0.79
13497,20,20,282,321.0,16.05,19,4.47
18154,21,21,3,399.2,19.009523809523809,15,2.0
12493,21,21,165,362.8,17.276190476190475,18,1.5
13323,21,21,3,787.9,37.519047619047619,6,4.0
14350,21,21,270,258.7,12.319047619047618,19,0.15
13589,21,21,14,379.7,18.080952380952379,21,8.2
14220,21,21,247,632.4,30.114285714285714,21,5.5
13220,21,21,78,819.3,39.014285714285712,18,7.85
15969,21,21,2,582.9,27.757142857142856,20,9.05
15675,21,21,81,323.7,15.414285714285715,20,9.9
12559,21,21,310,500.2,23.81904761904762,20,0.4
16079,21,21,16,1352.0,64.38095238095238,18,1.15
12703,21,21,64,256.7,12.223809523809523,20,0.35
15279,21,21,354,277.4,13.209523809523809,21,0.5
17483,21,21,65,414.0,19.714285714285715,18,5.8
13338,21,21,154,381.8,18.18095238095238,17,0.15
14431,21,21,298,423.3,20.157142857142858,17,0.2
17926,21,21,133,397.3,18.919047619047621,17,3.5
13343,21,21,172,253.9,12.09047619047619,18,0.2
18261,21,21,43,324.2,15.438095238095238,19,2.6
12498,21,21,21,349.7,16.652380952380952,20,1.8
16239,21,21,56,372.9,17.757142857142856,18,6.6
18053,21,21,66,297.1,14.147619047619049,20,0.2
18095,21,21,312,580.0,27.61904761904762,20,1.0
14104,21,21,154,216.2,10.295238095238094,21,0.55
15308,21,21,270,302.3,14.395238095238096,19,0.15
15287,21,21,22,485.2,23.104761904761904,17,2.35
17934,21,21,51,704.3,33.538095238095238,21,0.35
17951,21,21,39,990.8,47.180952380952377,18,16.65
14206,21,21,239,308.3,14.680952380952382,21,6.05
16648,21,21,38,270.9,12.899999999999999,19,0.2
15781,21,21,25,333.6,15.885714285714286,20,13.95
13345,21,21,276,327.6,15.600000000000001,19,0.5
13863,22,22,245,299.6,13.618181818181819,20,0.1
14021,22,22,155,631.9,28.722727272727273,22,4.76
16160,22,22,64,1009.5,45.886363636363633,20,0.95
16711,22,22,3,1651.0,75.045454545454547,18,16.76
15847,22,22,38,389.3,17.695454545454545,22,11.86
18274,22,22,17,0.0,0.0,11,0.57
12464,22,22,10,957.0,43.5,5,14.1
17928,22,22,45,184.5,8.3863636363636367,22,9.52
16034,22,22,196,437.7,19.895454545454545,18,6.48
15852,22,22,186,160.7,7.3045454545454538,22,0.48
12558,22,22,1,0.0,0.0,11,0.24
15120,22,22,129,343.8,15.627272727272727,21,0.19
13531,22,22,205,483.8,21.990909090909092,17,7.67
12793,22,22,334,461.5,20.977272727272727,20,1.71
13473,22,22,60,417.5,18.977272727272727,21,12.9
16297,22,22,249,278.6,12.663636363636364,20,0.86
15777,22,22,241,1021.6,46.436363636363637,18,5.62
16499,22,22,360,319.1,14.504545454545456,20,0.14
17031,22,22,11,380.4,17.290909090909089,19,6.81
14850,22,22,311,278.1,12.640909090909092,22,2.67
18250,22,22,301,342.9,15.586363636363636,21,0.43
14619,22,22,239,379.5,17.25,20,0.29
13300,22,22,164,365.3,16.604545454545455,20,0.19
12915,22,22,148,363.6,16.527272727272727,19,10.62
13817,22,22,29,329.0,14.954545454545455,19,15.33
17045,22,22,113,339.4,15.427272727272726,20,6.38
15345,23,23,35,367.7,15.986956521739129,20,0.45
14342,23,23,21,608.7,26.46521739130435,18,8.45
17181,23,23,57,239.9,10.430434782608696,23,14.36
17526,23,23,1,706.7,30.72608695652174,17,16.41
13359,23,23,59,381.3,16.578260869565216,22,0.18
17711,23,23,10,385.1,16.743478260869566,22,12.68
12363,23,23,109,552.0,24.0,23,6.0
13933,23,23,109,608.8,26.469565217391303,23,1.77
15882,23,23,198,493.1,21.439130434782609,22,7.68
15597,23,23,29,315.7,13.726086956521739,22,0.23
18218,23,23,206,606.2,26.356521739130436,17,3.36
17134,23,23,106,413.2,17.965217391304346,21,7.14
17830,23,23,1,398.7,17.334782608695651,18,13.05
16378,23,23,247,363.0,15.782608695652174,22,2.82
17658,23,23,10,485.9,21.126086956521739,17,9.05
16999,23,23,23,484.8,21.078260869565216,21,2.27
12950,23,23,2,1843.0,80.1304347826087,13,0.95
16174,23,23,126,1009.6,43.895652173913042,19,1.09
15230,23,23,239,429.6,18.678260869565218,23,0.05
13649,23,23,256,346.6,15.069565217391306,23,4.95
17588,23,23,100,1240.2,53.921739130434787,19,5.95
13249,23,23,92,711.4,30.930434782608696,21,7.64
16808,23,23,99,288.4,12.539130434782608,21,7.95
14512,23,23,187,275.3,11.969565217391304,19,2.0
13579,23,23,14,467.0,20.304347826086957,19,16.09
15864,24,24,22,1769.8,73.74166666666666,16,12.7
13750,24,24,53,1647.3,68.6375,20,12.17
16250,24,24,261,389.4,16.224999999999998,22,4.87
13873,24,24,119,381.7,15.904166666666667,21,8.22
12601,24,24,189,479.6,19.983333333333334,20,6.09
12895,24,24,42,347.3,14.470833333333333,22,1.91
13414,24,24,133,1390.5,57.9375,23,7.04
12980,24,24,155,7092.1,295.50416666666666,6,8.52
17636,24,24,8,265.9,11.079166666666666,20,0.43
